Artist,Track,Year,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Orchestral Manoeuvres In The Dark,Secret,1986,0.717,0.651,9,-8.597,1,0.0284,0.276,0.00272,0.0488,0.904,114.471
Sly Fox,Let's Go All The Way,1986,0.399,0.131,11,-17.055,1,0.0423,0.659,0,0.0843,0.117,61.311
Fortune,Stacy,1986,0.258,0.659,11,-5.987,1,0.0385,0.0182,0.000248,0.205,0.303,201.208
Alisha,Baby Talk,1986,0.707,0.932,6,-7.538,0,0.0511,0.0117,0.0157,0.384,0.835,114.658
Joni Mitchell,Good Friends,1986,0.791,0.648,9,-14.258,1,0.0365,0.296,4.65E-05,0.0721,0.808,115.896
Roger Daltrey,Let Me Down Easy,1986,0.578,0.787,9,-11.16,1,0.0364,0.0217,7.04E-06,0.155,0.6,110.864
"Evelyn ""Champagne"" King",Your Personal Touch,1986,0.729,0.794,10,-8.505,0,0.0519,0.00774,0.00458,0.0288,0.936,111.036
The Alarm,Strength,1986,0.454,0.939,11,-4.158,1,0.0604,0.0088,0,0.132,0.632,152.162
Thompson Twins,King For A Day,1986,0.71,0.778,4,-7.473,1,0.0437,0.102,1.39E-05,0.0482,0.633,109.1
Heart,These Dreams,1986,0.535,0.532,11,-9.865,1,0.0291,0.508,0,0.0868,0.3,79.107
Sting,Russians,1986,0.437,0.282,0,-17.567,0,0.035,0.458,0,0.18,0.198,115.517
Elton John,Nikita,1986,0.632,0.656,7,-9.29,1,0.0277,0.123,0.000264,0.0735,0.752,86.605
ZZ Top,Stages,1986,0.453,0.787,7,-13.397,1,0.0327,0.0519,0.00478,0.166,0.834,75.876
Simple Minds,Sanctify Yourself,1986,0.564,0.924,0,-6.262,1,0.0417,0.0634,0.00017,0.716,0.702,128.25
Loverboy,This Could Be The Night,1986,0.545,0.363,1,-15.084,0,0.0255,0.319,0,0.105,0.315,84.578
John Mellencamp,R.O.C.K. In The U.S.A. (A Salute to 60's Rock),1986,0.433,0.958,9,-4.009,1,0.0818,0.00943,2.73E-06,0.227,0.874,164.009
ABC,(How To Be A) Millionaire,1986,0.728,0.751,2,-9.702,1,0.0516,0.269,9.26E-06,0.0728,0.833,121.68
INXS,What You Need,1986,0.685,0.827,11,-6.045,1,0.0546,0.0238,0.0159,0.328,0.477,116.085
Arcadia,Goodbye Is Forever,1986,0.695,0.552,0,-9.077,1,0.0319,0.0525,2.70E-06,0.129,0.835,103.348
Robert Tepper,No Easy Way Out,1986,0.543,0.829,4,-7.916,0,0.0497,0.00146,4.91E-05,0.289,0.64,126.195
Dan Seals,Bop,1986,0.805,0.575,1,-11.882,1,0.0304,0.346,0,0.109,0.975,123.203
The Bangles,Manic Monday,1986,0.685,0.594,2,-10.906,1,0.0289,0.294,3.69E-06,0.358,0.853,121.761
Electric Light Orchestra,Calling America,1986,0.645,0.701,2,-9.01,1,0.0315,0.0555,0.037,0.267,0.868,126.517
Force M.D.'s,Tender Love,1986,0.34,0.336,8,-7.288,1,0.0289,0.765,0.000114,0.126,0.0932,142.631
Opus,Live Is Life,1986,0.633,0.952,9,-4.274,0,0.0337,0.0532,1.73E-06,0.989,0.765,95.422
Falco,Rock Me Amadeus,1986,0.61,0.817,4,-9.45,0,0.133,0.296,0.00336,0.0884,0.889,176.737
Divinyls,Pleasure And Pain,1986,0.652,0.766,2,-8.556,0,0.03,0.16,0,0.23,0.774,135.689
Robert Palmer,Addicted To Love,1986,0.702,0.578,2,-13.415,1,0.031,0.382,5.89E-06,0.0425,0.975,111.617
Oingo Boingo,Just Another Day,1986,0.568,0.771,9,-10.715,1,0.0399,0.0817,2.11E-05,0.329,0.805,134.099
Peter Frampton,Lying,1986,0.494,0.884,9,-6.513,1,0.0419,0.00961,0.000297,0.946,0.393,114.596
Jennifer Holliday,No Frills Love,1986,0.682,0.752,7,-9.126,1,0.0367,0.00203,0.00849,0.606,0.78,117.784
David Pack,Prove Me Wrong,1986,0.56,0.65,5,-11.788,0,0.0321,0.299,2.13E-05,0.112,0.926,161.929
Prince And The Revolution,Kiss,1986,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485
Stevie Nicks,I Can't Wait,1986,0.61,0.931,9,-4.955,0,0.0874,0.0037,0.00352,0.873,0.449,125.399
Jermaine Jackson,I Think It's Love,1986,0.466,0.899,7,-8.125,1,0.0494,0.351,1.73E-05,0.178,0.836,127.914
Pet Shop Boys,West End Girls,1986,0.648,0.947,4,-6.617,0,0.0369,0.0114,0.0567,0.105,0.602,113.255
Stevie Wonder,Overjoyed,1986,0.221,0.264,10,-17.533,1,0.0332,0.541,0,0.148,0.169,83.128
Jackson Browne,For America,1986,0.521,0.831,2,-8.083,0,0.0543,0.00508,1.55E-05,0.207,0.545,143.839
Janet Jackson,What Have You Done For Me Lately,1986,0.846,0.396,1,-12.408,1,0.0677,0.0157,0.0116,0.0656,0.841,114.045
New Edition,A Little Bit Of Love (Is All It Takes),1986,0.723,0.859,5,-8.963,0,0.137,0.0608,1.26E-05,0.165,0.467,100.2
John Taylor,I Do What I Do... (Theme For 9 1/2 Weeks),1986,0.485,0.951,2,-10.656,0,0.0576,0.000204,0.0014,0.116,0.746,164.264
Orchestral Manoeuvres In The Dark,If You Leave,1986,0.635,0.684,0,-11.687,1,0.0329,0.088,0.156,0.0755,0.892,120.269
Klymaxx,The Men All Pause,1986,0.789,0.702,7,-12.603,1,0.0542,0.0603,0.454,0.0466,0.748,120.118
Dokken,In My Dreams,1986,0.542,0.839,3,-4.404,0,0.0487,4.91E-05,0,0.0471,0.611,121.026
Honeymoon Suite,Feel It Again,1986,0.6,0.574,10,-13.164,1,0.0395,0.00874,7.41E-06,0.117,0.559,122.141
The Pointer Sisters,Twist My Arm,1986,0.686,0.987,2,-6.393,1,0.0456,0.108,0.000295,0.241,0.821,141.936
Laura Branigan,I Found Someone,1986,0.711,0.737,1,-5.416,0,0.0263,0.194,0.0192,0.0696,0.303,102.031
Anne Murray,Now And Forever (You And Me),1986,0.509,0.742,7,-6.822,1,0.029,0.207,4.17E-06,0.113,0.705,170.494
The Alan Parsons Project,Stereotomy,1986,0.706,0.585,5,-11.769,0,0.0306,0.161,0.00817,0.494,0.349,136.044
Joe Cocker,Shelter Me,1986,0.674,0.668,9,-10.09,1,0.0396,0.216,0.00244,0.193,0.543,120.371
Animotion,I Engineer,1986,0.614,0.786,9,-14.181,0,0.0472,0.000624,0.00465,0.062,0.805,115.224
Van Halen,Why Can't This Be Love,1986,0.531,0.626,0,-13.371,1,0.0452,0.0606,0,0.0767,0.746,88.236
Bob Seger,American Storm,1986,0.501,0.943,4,-4.796,1,0.0468,0.0761,0,0.151,0.805,150.357
Whitney Houston,Greatest Love Of All,1986,0.502,0.305,9,-16.011,1,0.0339,0.484,3.55E-06,0.117,0.248,131.242
Mike + The Mechanics,All I Need Is A Miracle,1986,0.602,0.774,0,-13.083,1,0.0338,0.0312,5.68E-05,0.0497,0.971,135.125
Mr. Mister,Is It Love,1986,0.652,0.825,0,-11.418,1,0.0412,0.0398,0.000173,0.415,0.861,116.37
ZZ Top,Rough Boy,1986,0.457,0.48,9,-15.776,1,0.03,0.38,0.016,0.142,0.683,157.967
Sade,Never As Good As The First Time,1986,0.69,0.819,6,-7.63,0,0.0351,0.245,0.0049,0.0565,0.841,107.762
Julian Lennon,Stick Around,1986,0.597,0.579,7,-10.724,1,0.0258,0.026,0.0218,0.149,0.557,88.822
Madonna,Live To Tell,1986,0.673,0.314,2,-14.156,0,0.0279,0.411,0.0334,0.107,0.27,109.841
Journey,Be Good To Yourself,1986,0.35,0.986,0,-2.682,1,0.067,0.0247,6.61E-06,0.315,0.357,148.937
Culture Club,Move Away,1986,0.672,0.687,5,-11.597,1,0.0392,0.158,2.21E-05,0.337,0.882,132.206
Starship,Tomorrow Doesn't Matter Tonight,1986,0.627,0.877,5,-4.151,0,0.0379,0.317,1.09E-05,0.0613,0.365,102.809
Starpoint,Restless,1986,0.733,0.595,9,-12.076,0,0.0438,0.0874,0.0028,0.306,0.962,117.92
Wax,Right Between The Eyes,1986,0.63,0.645,9,-13.123,1,0.0266,0.156,0.0205,0.148,0.925,93.177
Rene & Angela,Your Smile,1986,0.562,0.476,10,-10.429,0,0.0412,0.187,1.31E-06,0.0923,0.389,142.964
Hooters,Where Do The Children Go,1986,0.475,0.583,9,-12.456,1,0.0407,0.072,1.87E-05,0.0864,0.314,160.626
Tears For Fears,Mothers Talk,1986,0.608,0.92,7,-11.807,1,0.051,0.00379,0.00625,0.357,0.58,119.123
David Bowie,Absolute Beginners,1986,0.563,0.77,2,-8.672,1,0.0388,0.0712,0.125,0.205,0.43,114.229
Simple Minds,All The Things She Said,1986,0.6,0.86,7,-7.156,1,0.0292,0.12,0.00037,0.0961,0.519,103.93
Howard Jones,No One Is To Blame,1986,0.623,0.341,9,-10.196,1,0.027,0.68,2.16E-06,0.103,0.362,93.984
The Jets,Crush On You,1986,0.777,0.834,1,-10.851,1,0.0574,0.0209,0.0976,0.0446,0.967,120.332
Feargal Sharkey,A Good Heart,1986,0.653,0.884,10,-10.224,1,0.0444,0.417,0,0.318,0.762,104.647
Simply Red,Holding Back The Years,1986,0.707,0.514,9,-8.885,0,0.0281,0.58,0.000159,0.0953,0.524,86.035
Dionne Warwick,Whisper In The Dark,1986,0.694,0.663,6,-7.028,1,0.0295,0.499,0.00131,0.0508,0.625,90.726
Ozzy Osbourne,Shot in the Dark,1986,0.581,0.791,6,-7.262,1,0.0324,0.00835,6.02E-05,0.142,0.619,123.887
Fine Young Cannibals,Johnny Come Home,1986,0.775,0.882,10,-6.96,1,0.0458,0.00898,0.000247,0.0628,0.963,133.62
Katrina And The Waves,Is That It?,1986,0.578,0.626,0,-13.818,1,0.0391,0.00797,0.00905,0.471,0.763,114.461
Jimmy Barnes,Working Class Man,1986,0.373,0.938,11,-3.913,1,0.0997,0.0117,5.56E-05,0.155,0.391,138.276
Boys Don't Cry,I Wanna Be A Cowboy,1986,0.749,0.626,0,-12.426,1,0.0393,0.0115,0.567,0.0558,0.77,142.565
Platinum Blonde,Somebody Somewhere,1986,0.54,0.636,1,-5.893,1,0.0293,0.0271,2.32E-06,0.0789,0.306,137.272
Psychedelic Furs,Pretty In Pink,1986,0.386,0.916,2,-5.955,1,0.0741,0.105,0.00991,0.325,0.775,135.642
Baltimora,Living In The Background,1986,0.74,0.561,11,-13.292,0,0.0376,0.422,0.706,0.0485,0.926,123.008
Greg Kihn,Love And Rock And Roll,1986,0.669,0.807,9,-9.352,1,0.0415,0.0738,0.0147,0.0656,0.718,124.542
Bonnie Tyler,If You Were A Woman (And I Was A Man),1986,0.638,0.712,2,-8.075,0,0.0318,0.399,0,0.289,0.736,125.569
Heart,Nothin' At All,1986,0.592,0.761,7,-6.947,1,0.0292,0.0878,1.57E-05,0.234,0.507,123.268
George Michael,A Different Corner,1986,0.266,0.287,6,-10.34,1,0.0333,0.857,0.00898,0.105,0.15,99.148
John Mellencamp,Rain On The Scarecrow,1986,0.59,0.899,6,-3.734,0,0.0396,0.0359,0.00159,0.223,0.549,123.016
Falco,Vienna Calling,1986,0.83,0.738,9,-10.051,0,0.0697,0.235,5.15E-06,0.211,0.962,131.571
The Fabulous Thunderbirds,Tuff Enuff,1986,0.581,0.75,4,-8.456,1,0.0378,0.046,0.00391,0.434,0.693,116.156
The Dream Academy,The Love Parade,1986,0.687,0.497,9,-16.393,0,0.034,0.16,1.21E-05,0.0421,0.719,133.713
The Moody Blues,Your Wildest Dreams,1986,0.534,0.582,7,-15.997,1,0.0374,0.289,0.0338,0.283,0.653,141.362
Atlantic Starr,If Your Heart Isn't In It,1986,0.594,0.362,10,-14.589,1,0.0333,0.373,0,0.144,0.367,134.129
Models,Out Of Mind Out Of Sight,1986,0.628,0.771,6,-13.637,0,0.0536,0.0117,0.000986,0.203,0.793,122.091
Patti Austin,The Heat Of Heat,1986,0.762,0.424,2,-12.499,1,0.0288,0.0668,0,0.054,0.731,113.567
E.G. Daily,"Say It, Say It",1986,0.742,0.724,0,-12.435,1,0.0353,0.105,0,0.831,0.825,115.298
GTR,When The Heart Rules The Mind,1986,0.533,0.818,2,-8.47,1,0.0517,0.169,0.000432,0.215,0.335,137.218
Loverboy,Lead A Double Life,1986,0.382,0.739,6,-12.606,1,0.035,0.000527,0.000227,0.311,0.958,180.7
Giuffria,I Must Be Dreaming,1986,0.591,0.841,7,-4.369,1,0.0411,0.252,1.10E-05,0.0903,0.555,124.773
The Bangles,If She Knew What She Wants,1986,0.596,0.699,11,-5.933,1,0.0276,0.232,0,0.208,0.619,120.407
The Blow Monkeys,Digging Your Scene,1986,0.567,0.791,9,-11.145,1,0.0502,0.117,0.0013,0.062,0.651,102.967
Magazine 60,Don Quichotte,1986,0.775,0.862,9,-6.945,0,0.0373,0.0152,0.327,0.186,0.867,118.782
Kenny Loggins,Danger Zone,1986,0.544,0.897,3,-6.056,0,0.0471,0.241,0,0.13,0.647,157.17
Graham Nash,Innocent Eyes,1986,0.596,0.618,4,-11.342,0,0.0292,0.167,2.56E-06,0.0836,0.897,129.738
Peter Gabriel,Sledgehammer,1986,0.641,0.682,8,-7.561,1,0.0392,0.044,0,0.0394,0.468,96.319
Trans-X,Living On Video,1986,0.7,0.649,7,-9.981,0,0.0331,0.000108,0.67,0.0858,0.965,131.056
INXS,Listen Like Thieves,1986,0.625,0.908,2,-4.345,1,0.0483,0.00118,0.029,0.0623,0.574,116.228
Talking Heads,Once In A Lifetime,1986,0.644,0.919,2,-6.289,1,0.0561,0.181,0.134,0.622,0.871,117.459
Bob Seger,Like A Rock,1986,0.399,0.645,1,-5.356,1,0.0271,0.112,0.000551,0.255,0.384,82.795
Janet Jackson,Nasty,1986,0.839,0.89,1,-11.697,0,0.0628,0.452,0.0224,0.0866,0.575,103.652
Genesis,Invisible Touch,1986,0.659,0.878,0,-5.987,1,0.0298,0.339,0.000543,0.0731,0.843,131.037
The Rolling Stones,One Hit (To The Body),1986,0.586,0.964,11,-3.767,0,0.0944,0.153,2.17E-05,0.688,0.61,138.293
Prince And The Revolution,Mountains,1986,0.652,0.741,2,-12.071,1,0.0342,0.0611,0.000177,0.0708,0.429,102.084
Rod Stewart,"Love Touch (Theme From ""Legal Eagles"")",1986,0.494,0.762,4,-13.15,1,0.0448,0.0381,2.33E-05,0.0475,0.831,179.009
Belinda Carlisle,Mad About You,1986,0.596,0.655,9,-9.531,1,0.0351,0.00572,0.000151,0.0647,0.512,143.797
The S.O.S. Band,The Finest,1986,0.869,0.599,6,-11.993,1,0.07,0.325,0.0379,0.0598,0.826,109.665
Pet Shop Boys,Opportunities (Let's Make Lots Of Money),1986,0.673,0.908,8,-4.637,1,0.0418,0.0774,0.00285,0.0684,0.647,120.286
The Fixx,Secret Separation,1986,0.599,0.828,9,-10.184,1,0.0302,0.00648,2.80E-05,0.0375,0.963,110.236
Stevie Nicks,Has Anyone Ever Written Anything For You,1986,0.529,0.149,5,-15.795,1,0.0257,0.951,0.0759,0.153,0.178,86.921
Jermaine Stewart,We Don't Have To Take Our Clothes Off,1986,0.816,0.707,6,-8.601,0,0.0363,0.0244,0.000142,0.0469,0.922,123.084
Jeffrey Osborne,You Should Be Mine (The Woo Woo Song),1986,0.725,0.648,0,-10.968,1,0.0384,0.675,0.000463,0.0943,0.853,88.907
Neil Diamond,Headed For The Future,1986,0.722,0.578,0,-14.563,1,0.04,0.0138,8.43E-06,0.12,0.754,128.447
Gavin Christopher,One Step Closer To You,1986,0.736,0.825,5,-12.819,1,0.0376,0.111,8.30E-05,0.0501,0.771,112.114
Wild Blue,Fire With Fire,1986,0.559,0.867,11,-7.584,0,0.066,0.073,0.000594,0.214,0.341,135.288
Mai Tai,Female Intuition,1986,0.713,0.81,5,-10.236,0,0.0367,0.156,4.69E-05,0.2,0.812,111.285
Kim Carnes,Divided Hearts,1986,0.496,0.822,5,-3.996,1,0.0315,0.115,0,0.11,0.42,139.561
The Del Fuegos,I Still Want You,1986,0.715,0.5,9,-13.326,0,0.029,0.109,0.000129,0.0991,0.653,115.625
John Eddie,Jungle Boy,1986,0.596,0.849,7,-8.979,0,0.0378,0.0612,9.60E-05,0.064,0.372,127.968
Sly Fox,Stay True,1986,0.69,0.787,4,-12.788,0,0.0409,0.125,0,0.136,0.829,107.24
Jackson Browne,In The Shape Of A Heart,1986,0.757,0.558,4,-8.365,1,0.0293,0.253,5.73E-06,0.0933,0.72,126.379
ABC,Vanity Kills,1986,0.843,0.876,0,-9.951,1,0.0525,0.119,0.00129,0.0667,0.92,125.12
Madonna,Papa Don't Preach,1986,0.807,0.906,5,-8.973,0,0.0371,0.311,0.000791,0.0248,0.971,121.54
Steve Winwood,Higher Love,1986,0.701,0.89,5,-6.604,1,0.0439,0.0512,0.0807,0.493,0.912,98.765
Wham!,The Edge Of Heaven,1986,0.493,0.665,9,-13.817,0,0.0424,0.117,0,0.159,0.877,152.644
Device,Hanging On A Heart Attack,1986,0.505,0.891,6,-12.17,0,0.0487,0.00336,0.00675,0.329,0.475,98.483
Miami Sound Machine,Words Get In The Way,1986,0.674,0.31,5,-17.352,1,0.0329,0.293,1.64E-05,0.108,0.56,155.656
Berlin,"Take My Breath Away (Love Theme From ""Top Gun"")",1986,0.497,0.719,6,-9.397,1,0.0266,0.0613,0,0.411,0.547,95.769
New Edition,With You All The Way,1986,0.579,0.29,7,-15.12,1,0.0304,0.491,0,0.06,0.236,142.185
John Mellencamp,Rumbleseat,1986,0.684,0.92,5,-2.698,1,0.0282,0.0437,0.104,0.0986,0.966,129.275
John Cafferty & The Beaver Brown Band,Voice Of America's Sons,1986,0.589,0.781,5,-10.09,1,0.0278,0.00172,0.00085,0.0767,0.577,77.71
Queen,A Kind Of Magic,1986,0.671,0.775,9,-5.873,1,0.0354,0.018,0.00283,0.121,0.695,130.121
Mike + The Mechanics,Taken In,1986,0.759,0.292,11,-17.189,1,0.0401,0.584,4.74E-05,0.0791,0.701,93.011
Midnight Star,Headlines,1986,0.811,0.559,10,-11.935,0,0.093,0.0252,0.0321,0.0684,0.796,103.324
David Lee Roth,Yankee Rose,1986,0.582,0.691,2,-13.562,0,0.0432,0.0026,0,0.125,0.795,137.569
Jean Beauvoir,Feel The Heat,1986,0.683,0.711,4,-12.836,0,0.0496,0.0727,0.00284,0.344,0.851,103.324
Carl Anderson & Gloria Loring,Friends And Lovers,1986,0.39,0.313,2,-9.928,1,0.0312,0.766,0,0.138,0.157,80.521
Rene & Angela,You Don't Have To Cry,1986,0.596,0.483,5,-12.406,0,0.0474,0.395,0.000218,0.365,0.692,73.117
Klymaxx,"Man Size Love (From ""Running Scared"")",1986,0.82,0.856,11,-5.574,0,0.0425,0.183,3.04E-06,0.0388,0.879,123.006
Double,The Captain Of Her Heart,1986,0.671,0.641,8,-9.488,1,0.0241,0.648,0.000346,0.118,0.385,96.281
The Monkees,"That Was Then, This Is Now",1986,0.611,0.811,11,-7.216,1,0.0265,0.0644,1.91E-05,0.0985,0.962,142.067
Dennis DeYoung,This Is The Time,1986,0.579,0.607,11,-5.901,1,0.0254,0.691,0,0.213,0.314,94.048
Yarbrough & Peoples,I Wouldn't Lie,1986,0.728,0.793,7,-8.548,0,0.0279,0.000822,0.732,0.166,0.876,111.29
Icehouse,No Promises,1986,0.66,0.738,5,-11.294,0,0.0287,0.0651,0.0144,0.116,0.704,115.813
Starship,Before I Go,1986,0.744,0.816,9,-4.968,1,0.0367,0.124,0,0.343,0.623,115.388
Jermaine Jackson,Do You Remember Me?,1986,0.672,0.786,0,-8.504,1,0.0353,0.188,0.000104,0.308,0.817,122.474
Lionel Richie,Dancing On The Ceiling,1986,0.698,0.774,0,-8.642,1,0.048,0.12,2.26E-06,0.394,0.731,133.197
Huey Lewis & The News,Stuck With You,1986,0.704,0.544,4,-11.402,0,0.026,0.0873,1.66E-05,0.041,0.628,120.717
Billy Ocean,Love Zone,1986,0.726,0.83,7,-6.104,1,0.0656,0.192,5.27E-05,0.101,0.823,95.029
Daryl Hall,Dreamtime,1986,0.617,0.773,7,-10.03,1,0.0323,0.0333,1.46E-06,0.0994,0.794,121.675
Stacey Q,Two Of Hearts,1986,0.852,0.523,5,-6.716,0,0.032,0.0833,0,0.106,0.65,130.154
ZZ Top,Velcro Fly,1986,0.56,0.828,7,-13.004,0,0.0332,0.0306,0.00153,0.0485,0.895,151.586
Paul McCartney,Press,1986,0.676,0.808,0,-11.029,1,0.034,0.0309,0.00229,0.148,0.866,113.061
Chaka Khan,Love Of A Lifetime,1986,0.678,0.724,5,-12.048,1,0.0345,0.0878,0.0374,0.279,0.957,118.429
Patti LaBelle,"Oh, People",1986,0.659,0.616,10,-10.881,1,0.0458,0.56,7.28E-05,0.0483,0.69,101.998
Loverboy,Heaven In Your Eyes,1986,0.567,0.551,6,-10.32,1,0.0328,0.293,0,0.136,0.328,123.441
Eurythmics,Missionary Man,1986,0.59,0.85,10,-4.271,0,0.0589,0.0392,5.73E-06,0.248,0.566,124.895
Prince And The Revolution,Anotherloverholenyohead,1986,0.839,0.526,9,-12.717,1,0.0403,0.294,0.000599,0.325,0.863,103.974
Honeymoon Suite,What Does It Take,1986,0.549,0.453,7,-13.044,1,0.025,0.0356,0,0.0675,0.377,88.589
Van Halen,Love Walks In,1986,0.2,0.434,9,-14.274,0,0.0294,0.263,0,0.117,0.37,83.876
Billy Joel,A Matter Of Trust,1986,0.738,0.662,2,-8.371,1,0.0268,0.0589,4.54E-05,0.306,0.88,110.304
Thompson Twins,Nothing In Common,1986,0.673,0.701,4,-6.164,0,0.0368,0.412,1.33E-06,0.219,0.617,119.918
Paul Simon,You Can Call Me Al,1986,0.776,0.763,5,-8.124,1,0.0535,0.182,0.0065,0.077,0.82,128.433
The Fabulous Thunderbirds,Wrap It Up,1986,0.677,0.748,8,-9.409,1,0.0707,0.164,0.00014,0.0956,0.866,120.846
Level 42,Hot Water,1986,0.695,0.952,10,-5.815,1,0.0576,0.0178,0.0445,0.361,0.702,112.164
El DeBarge,Love Always,1986,0.688,0.337,5,-16.169,0,0.0338,0.514,1.37E-05,0.0661,0.476,90.147
Air Supply,Lonely Is The Night,1986,0.565,0.412,7,-14.092,1,0.0242,0.298,6.91E-06,0.206,0.351,83.19
Genesis,Throwing It All Away,1986,0.47,0.621,1,-7.294,1,0.0268,0.135,0.00354,0.0846,0.307,83.955
Don Johnson,Heartbeat,1986,0.623,0.685,6,-11.515,0,0.0368,0.0201,6.38E-06,0.322,0.782,110.045
Tina Turner,Typical Male,1986,0.762,0.745,1,-7.772,0,0.0407,0.0172,0.0137,0.0612,0.794,106.013
Cyndi Lauper,True Colors,1986,0.386,0.145,0,-16.94,1,0.0362,0.792,0.000196,0.1,0.262,171.63
Journey,Girl Can't Help It,1986,0.517,0.922,9,-2.341,0,0.078,0.0556,4.15E-06,0.358,0.448,126.028
Eddie Money,Take Me Home Tonight,1986,0.608,0.768,1,-9.911,1,0.0364,0.101,1.41E-06,0.0942,0.748,132.699
Kenny Loggins,Playing With The Boys,1986,0.638,0.87,2,-7.93,1,0.0362,0.0885,8.96E-06,0.116,0.892,141.674
The Moody Blues,The Other Side Of Life,1986,0.665,0.334,4,-16.019,0,0.0313,0.154,0.000208,0.108,0.657,138.957
Rod Stewart,Another Heartache,1986,0.635,0.575,2,-12.35,1,0.0347,0.0975,0,0.0834,0.687,109.602
Luther Vandross,Give Me The Reason,1986,0.751,0.639,5,-11.497,0,0.0361,0.0849,0.000586,0.0763,0.875,140.004
Pet Shop Boys,Love Comes Quickly,1986,0.588,0.819,11,-7.567,0,0.0282,0.459,0.00341,0.385,0.829,107.939
Ric Ocasek,Emotion In Motion,1986,0.657,0.527,0,-12.107,1,0.029,0.3,0.234,0.0669,0.926,106.028
Talking Heads,Wild Wild Life,1986,0.647,0.889,9,-4.869,1,0.0302,0.0186,0,0.375,0.952,137.41
John Fogerty,Eye Of The Zombie,1986,0.747,0.809,2,-6.644,1,0.0362,0.0242,0.0222,0.146,0.809,124.117
Bon Jovi,You Give Love A Bad Name,1986,0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25E-06,0.344,0.812,122.803
Cameo,Word Up,1986,0.878,0.84,6,-13.105,0,0.064,0.0421,0.0035,0.053,0.882,116.222
Oran 'Juice' Jones,The Rain,1986,0.729,0.769,0,-15.838,0,0.0471,0.0186,2.73E-05,0.335,0.844,109.148
Madonna,True Blue,1986,0.799,0.773,11,-10.035,1,0.0393,0.261,2.58E-06,0.044,0.896,118.045
Corey Hart,I Am By Your Side,1986,0.643,0.531,6,-11.203,1,0.0276,0.248,0,0.0598,0.538,111.94
Peter Cetera With Amy Grant,The Next Time I Fall,1986,0.656,0.347,9,-13.398,1,0.028,0.488,0.00221,0.0645,0.368,118.288
Lionel Richie,Love Will Conquer All,1986,0.79,0.443,2,-10.078,0,0.026,0.169,1.68E-06,0.272,0.646,98.043
Bruce Hornsby & The Range,The Way It Is,1986,0.565,0.41,7,-11.024,1,0.0375,0.16,0.812,0.189,0.352,111.337
Jermaine Stewart,Jody,1986,0.695,0.836,11,-12.34,0,0.0445,0.0015,0.04,0.714,0.787,110.611
Steve Winwood,Freedom Overspill,1986,0.652,0.563,2,-15.464,0,0.0295,0.0379,0.03,0.0437,0.897,94.875
'Til Tuesday,What About Love,1986,0.579,0.539,7,-13.573,0,0.0273,0.0606,0.185,0.0993,0.796,104.114
Wang Chung,Everybody Have Fun Tonight,1986,0.728,0.619,9,-12.265,1,0.038,0.0884,8.44E-05,0.039,0.748,128.845
Orchestral Manoeuvres In The Dark,(Forever) Live And Die,1986,0.605,0.545,0,-13.603,1,0.0297,0.0902,0.244,0.149,0.865,90.179
The Bangles,Walk Like An Egyptian,1986,0.724,0.891,11,-7.818,1,0.0995,0.00344,4.66E-05,0.3,0.819,103.022
Midnight Star,Midas Touch,1986,0.882,0.735,0,-6.886,1,0.0547,0.0125,0.0067,0.0267,0.811,117.012
David Lee Roth,Goin' Crazy!,1986,0.512,0.629,7,-12.794,1,0.0293,0.033,0.00038,0.0633,0.839,134.917
The Outfield,Everytime You Cry,1986,0.331,0.394,11,-14.002,1,0.0295,0.248,0.000282,0.127,0.181,96.433
Wham!,Where Did Your Heart Go?,1986,0.561,0.611,10,-11.981,0,0.0328,0.2,0.00305,0.11,0.621,96.491
David & David,Welcome To The Boomtown,1986,0.606,0.492,7,-13.203,1,0.041,0.515,0.000325,0.443,0.55,119.905
The Temptations,Lady Soul,1986,0.84,0.443,1,-11.655,1,0.0393,0.156,0.000235,0.059,0.906,114.008
Belinda Carlisle,I Feel The Magic,1986,0.578,0.495,0,-9.955,1,0.0305,0.421,0,0.147,0.683,150.902
Ashford & Simpson,Count Your Blessings,1986,0.584,0.698,9,-7.199,1,0.0316,0.224,2.75E-05,0.105,0.561,108.559
Billy Squier,Love Is The Hero,1986,0.554,0.721,2,-9.407,1,0.048,0.0692,0,0.0648,0.514,115.751
Device,Who Says,1986,0.615,0.811,5,-12.636,0,0.031,0.0253,0.165,0.0878,0.912,124.731
Nancy Martinez,For Tonight,1986,0.808,0.751,11,-12.246,0,0.059,0.614,0.0158,0.0614,0.911,115.754
R.E.M.,Fall On Me,1986,0.432,0.852,0,-4.865,1,0.0473,0.0711,0.000391,0.155,0.596,118.256
Joan Jett & the Blackhearts,Good Music,1986,0.703,0.712,0,-10.927,1,0.0323,0.189,1.63E-06,0.0955,0.889,116.606
Huey Lewis & The News,Hip To Be Square,1986,0.668,0.779,9,-11.089,1,0.0325,0.0025,0.000347,0.139,0.963,140.873
Howard Jones,You Know I Love You ... Don't You?,1986,0.669,0.948,10,-5.092,1,0.0429,0.15,0.00714,0.195,0.961,144.092
